1,-0.0138162807513726,-0.013816278626228
2,-0.0110710070242282,-0.011069682722689
3,-0.0110692995562387,-0.0110679854197735
4,-0.0110681766664147,-0.0110668797930392
5,-0.0110672642454766,-0.0110659786716507
6,-0.0110664844772336,-0.011065208027465
7,-0.01106580502236,-0.0110645366526046
8,-0.011065207022355,-0.0110639460505104
9,-0.0110646768923325,-0.0110634227372526
10,-0.0110642037342023,-0.0110629558349095
11,-0.0110637784588284,-0.0110625362695899
12,-0.0110633934443415,-0.0110621564556167
13,-0.011063042342826,-0.0110618101038718
14,-0.0110627199156599,-0.0110614920492389
15,-0.0110624218712496,-0.0110611980786807
16,-0.0110621447076766,-0.0110609247659432
17,-0.0110618855679873,-0.0110606693216511
18,-0.0110616421137028,-0.0110604294642057
19,-0.0110614124187192,-0.011060203313035
20,-0.0110611948830996,-0.0110599893030147
