<<<<<<< HEAD
1,-2.78493432437579,-2.78493434322613
2,-2.70325405401171,-2.7032541398868
3,-2.70265077845416,-2.7026508643259
4,-2.70264620444275,-2.70264629031688
5,-2.70264459368297,-2.70264467955825
6,-2.70264393350661,-2.70264401938244
7,-2.70264363982297,-2.70264372569905
8,-2.70264350966994,-2.70264359554614
9,-2.70264345302626,-2.70264353890251
10,-2.70264342878312,-2.7026435146594
11,-2.70264341855407,-2.70264350443035
12,-2.70264341429035,-2.70264350016663
13,-2.70264341253174,-2.70264349840803
14,-2.70264341181301,-2.7026434976893
15,-2.70264341152164,-2.70264349739793
16,-2.70264341140435,-2.70264349728064
17,-2.70264341135744,-2.70264349723373
=======
1,-2.78470985673414,-2.78470987582457
2,-2.702374887286,-2.70237497666089
3,-2.70176303311536,-2.70176312265244
4,-2.70174526902436,-2.70174535857098
5,-2.70173587806606,-2.70173596761815
6,-2.70173098349575,-2.70173107305109
7,-2.70172852966232,-2.70172861921949
8,-2.70172734677798,-2.70172743633615
9,-2.70172679480349,-2.70172688436218
10,-2.70172654389523,-2.70172663345417
11,-2.70172643225373,-2.70172652181279
12,-2.70172638345139,-2.70172647301052
13,-2.70172636243373,-2.70172645199288
14,-2.70172635349621,-2.70172644305537
15,-2.70172634973694,-2.70172643929611
16,-2.70172634817068,-2.70172643772986
17,-2.70172634752354,-2.70172643708272
18,-2.70172634725812,-2.7017264368173
19,-2.70172634714997,-2.70172643670915
20,-2.70172634710617,-2.70172643666534
>>>>>>> 4abf652db845226cfa4e7cde465e9c0e194ffc6e
