1,-1.38772214050379,-1.38772214601787
2,-1.32372009451343,-1.32372013883713
3,-1.32336189066354,-1.32336193492161
4,-1.32334265452735,-1.32334269878277
5,-1.32334108331671,-1.32334112757132
6,-1.32334044984473,-1.32334049409869
7,-1.3233400696186,-1.32334011387199
8,-1.3233398116477,-1.32333985590062
9,-1.3233396158866,-1.32333966013913
10,-1.32333946087585,-1.32333950512807
11,-1.32333933829959,-1.32333938255157
12,-1.32333924299046,-1.32333928724225
13,-1.32333917035627,-1.32333921460794
14,-1.32333911605989,-1.32333916031146
15,-1.32333907617159,-1.32333912042309
16,-1.32333904731485,-1.3233390915663
17,-1.32333902671846,-1.32333907096988
18,-1.32333901219094,-1.32333905644234
19,-1.32333900205037,-1.32333904630175
20,-1.32333899503697,-1.32333903928834
21,-1.32333899022595,-1.32333903447731
22,-1.32333898694977,-1.32333903120113
23,-1.32333898473335,-1.32333902898471
24,-1.32333898324273,-1.32333902749409
25,-1.32333898224558,-1.32333902649694
26,-1.32333898158178,-1.32333902583313
27,-1.32333898114184,-1.32333902539319
28,-1.32333898085144,-1.32333902510279
29,-1.32333898066047,-1.32333902491183
30,-1.32333898053532,-1.32333902478667
31,-1.32333898045356,-1.32333902470491
