1,-4.60517568940246,-4.60517568942488
2,-4.65053812414849,-4.65053809893896
3,-4.91259993844497,-4.91259979862111
4,-5.23113026802681,-5.23112999072798
5,-5.60372556419227,-5.60372512641243
6,-6.03000704083337,-6.03000641960138
7,-6.5099185841938,-6.50991775655787
8,-7.04345700915694,-7.04345595216629
9,-7.63062341791995,-7.63062210861183
10,-8.2714136125886,-8.27141202798073
11,-8.96581686687628,-8.96581498396351
12,-9.71381694887818,-9.71381474463283
13,-10.5153940099018,-10.5153914612765
14,NaN,NaN
