1,-3.21205128290432,-3.21205128290432
2,-3.20039876187108,-3.20039876187109
3,-3.19794979294892,-3.19794979294892
4,-3.19667129598328,-3.19667129598328
5,-3.19629294365667,-3.19629294365667
6,-3.1960499760037,-3.1960499760037
7,-3.19591124676297,-3.19591124676297
8,-3.19580436660612,-3.19580436660613
9,-3.19573066527957,-3.19573066527958
10,-3.19567385645642,-3.19567385645643
11,-3.19563164981812,-3.19563164981813
12,-3.19559884039066,-3.19559884039066
13,-3.19557377189922,-3.19557377189922
14,-3.19555425526604,-3.19555425526604
15,-3.19553923500075,-3.19553923500075
16,-3.19552755937219,-3.1955275593722
17,-3.19551857720531,-3.19551857720531
